date,channel,variant,impressions,clicks,conversions,spend,revenue,ctr,conversion_rate,cac,roas
2024-02-03,Instagram,B,8522,194,6,47.83,327.05,0.022764609246655715,0.030927835051546393,7.97,6.84
2024-01-26,Facebook,A,6759,158,7,44.02,468.01,0.023376239088622578,0.04430379746835443,6.29,10.63
2024-01-20,Facebook,A,9044,186,7,61.02,427.77,0.02056612118531623,0.03763440860215054,8.72,7.01
2024-01-15,Facebook,B,8314,251,16,54.03,1098.84,0.030190040894876112,0.06374501992031872,3.38,20.34
2024-03-16,Instagram,B,9945,223,6,55.04,258.87,0.022423328305681247,0.026905829596412557,9.17,4.7
2024-02-26,Email,B,2825,229,22,2.63,1152.28,0.08106194690265486,0.09606986899563319,0.12,438.13
2024-02-23,Instagram,B,11197,165,4,68.25,281.54,0.014736090024113602,0.024242424242424242,17.06,4.13
2024-01-26,Email,A,3374,261,31,3.71,1663.62,0.07735625370480143,0.11877394636015326,0.12,448.42
2024-01-26,Facebook,B,7689,167,9,47.93,434.3,0.02171933931590584,0.05389221556886228,5.33,9.06
2024-03-08,TikTok,B,12778,531,18,54.32,1038.18,0.04155579902958209,0.03389830508474576,3.02,19.11
2024-02-16,Facebook,B,9184,207,10,59.98,515.16,0.022539198606271776,0.04830917874396135,6,8.59
2024-03-11,Email,B,3215,305,37,3.03,1823.53,0.09486780715396578,0.12131147540983607,0.08,601.83
2024-01-17,TikTok,A,8760,144,4,36.7,252.54,0.01643835616438356,0.027777777777777776,9.18,6.88
2024-02-15,TikTok,B,9697,287,12,40.78,784.95,0.029596782510054657,0.041811846689895474,3.4,19.25
2024-03-17,Email,A,3056,281,31,3.29,1970.62,0.09195026178010471,0.1103202846975089,0.11,598.97
2024-04-03,Facebook,A,9161,120,6,56.76,289.61,0.013099006658661719,0.05,9.46,5.1
2024-02-15,Instagram,B,9207,209,10,53.58,650.31,0.022700119474313024,0.04784688995215311,5.36,12.14
2024-01-09,Google Search,B,5025,180,14,55.64,672.86,0.03582089552238806,0.07777777777777778,3.97,12.09
2024-03-26,TikTok,A,11990,213,6,48.18,371.63,0.017764804003336115,0.028169014084507043,8.03,7.71
2024-01-26,TikTok,B,8548,297,13,33.8,787.01,0.03474496958352831,0.04377104377104377,2.6,23.28
2024-03-07,Email,B,2919,229,23,2.66,1149.62,0.07845152449468996,0.10043668122270742,0.12,432.19
2024-01-16,Facebook,B,6440,154,7,43.27,394.05,0.02391304347826087,0.045454545454545456,6.18,9.11
2024-01-22,Google Search,A,5002,220,17,58.18,857.73,0.043982407037185124,0.07727272727272727,3.42,14.74
2024-01-29,Facebook,B,6581,157,8,41.91,489.79,0.02385655675429266,0.050955414012738856,5.24,11.69
2024-01-08,Google Search,B,4564,176,11,58.57,556.64,0.03856266432953549,0.0625,5.32,9.5
2024-02-10,Instagram,B,9329,222,10,52.3,505.2,0.023796762782720547,0.04504504504504504,5.23,9.66
2024-01-28,Google Search,A,5360,277,19,63.88,1142.67,0.05167910447761194,0.06859205776173286,3.36,17.89
2024-01-05,Email,B,2684,279,30,2.68,1643.59,0.10394932935916543,0.10752688172043011,0.09,613.28
2024-03-26,Google Search,B,5139,147,9,58.51,433.19,0.028604786923525978,0.061224489795918366,6.5,7.4
2024-02-25,Facebook,B,9118,263,14,50.79,853.67,0.02884404474665497,0.053231939163498096,3.63,16.81
2024-01-09,Instagram,B,8101,152,6,46.54,301.92,0.01876311566473275,0.039473684210526314,7.76,6.49
2024-01-01,Facebook,A,9097,196,8,60.48,453.18,0.02154556447180389,0.04081632653061224,7.56,7.49
2024-02-28,Facebook,B,8854,232,14,63.11,730.8,0.026202846171222045,0.0603448275862069,4.51,11.58
2024-03-21,TikTok,A,11788,283,6,46.28,325.26,0.024007465218866646,0.02120141342756184,7.71,7.03
2024-01-06,Google Search,A,4401,208,19,51.31,921.52,0.04726198591229266,0.09134615384615384,2.7,17.96
2024-03-13,Instagram,B,9872,213,8,58.31,475.45,0.02157617504051864,0.03755868544600939,7.29,8.15
2024-01-22,Google Search,B,5309,196,17,61.02,791.05,0.036918440384253154,0.08673469387755102,3.59,12.96
2024-01-09,Facebook,A,9068,146,7,64.89,461.04,0.016100573445081607,0.04794520547945205,9.27,7.1
2024-03-19,Google Search,A,5524,225,19,59.22,843.16,0.04073135409123824,0.08444444444444445,3.12,14.24
2024-01-28,TikTok,B,8605,186,7,31.35,287.91,0.021615339918651947,0.03763440860215054,4.48,9.18
2024-02-02,Email,B,2829,197,23,2.73,1263.53,0.06963591375044186,0.116751269035533,0.12,462.83
2024-03-06,Instagram,B,8762,234,7,47.83,325.81,0.026706231454005934,0.029914529914529916,6.83,6.81
2024-02-17,Facebook,A,8173,138,6,51.61,368.45,0.016884864798727518,0.043478260869565216,8.6,7.14
2024-01-24,Google Search,B,5337,267,22,62.03,1345.65,0.05002810567734682,0.08239700374531835,2.82,21.69
2024-03-25,Email,B,2387,202,19,2.42,1052.32,0.08462505236698785,0.09405940594059406,0.13,434.84
2024-03-11,Google Search,B,4954,186,17,52.23,1092.35,0.03754541784416633,0.0913978494623656,3.07,20.91
2024-01-31,Instagram,A,8284,114,4,46.24,218.09,0.013761467889908258,0.03508771929824561,11.56,4.72
2024-03-19,Google Search,B,5153,215,20,59.54,1218.39,0.041723267999223754,0.09302325581395349,2.98,20.46
2024-02-09,Email,A,3046,252,32,3.01,1826.42,0.08273145108338804,0.12698412698412698,0.09,606.78
2024-01-28,Facebook,A,7676,107,5,52.76,287.42,0.013939551849921834,0.04672897196261682,10.55,5.45
2024-01-02,Facebook,A,8258,140,5,57.74,330.68,0.016953257447323806,0.03571428571428571,11.55,5.73
2024-03-28,Google Search,A,4435,174,17,60.44,1211.74,0.03923337091319053,0.09770114942528736,3.56,20.05
2024-03-24,Instagram,B,9326,214,11,54.22,649.21,0.0229466009007077,0.0514018691588785,4.93,11.97
2024-01-11,Instagram,B,8822,242,10,48.91,660.59,0.02743142144638404,0.04132231404958678,4.89,13.51
2024-03-30,Facebook,A,8736,173,7,60.45,444.73,0.019803113553113552,0.04046242774566474,8.64,7.36
2024-03-20,Email,B,2695,251,26,2.69,1321.25,0.09313543599257885,0.10358565737051793,0.1,491.17
2024-01-22,Facebook,A,8181,140,8,54.31,355.68,0.017112822393350446,0.05714285714285714,6.79,6.55
2024-03-01,Instagram,A,10004,149,4,55.7,233.9,0.014894042383046781,0.026845637583892617,13.93,4.2
2024-01-16,TikTok,B,7857,247,10,34.36,467.34,0.03143693521700395,0.04048582995951417,3.44,13.6
2024-01-23,TikTok,A,8931,193,4,36.15,291.13,0.02161012204680327,0.02072538860103627,9.04,8.05
2024-01-15,Google Search,A,4500,196,17,54.99,776.14,0.043555555555555556,0.08673469387755102,3.23,14.11
2024-03-17,Facebook,B,7630,182,10,49.38,591.38,0.023853211009174313,0.054945054945054944,4.94,11.98
2024-01-01,Email,B,2972,152,12,2.85,798.63,0.05114401076716016,0.07894736842105263,0.24,280.22
2024-03-15,Instagram,B,6751,180,8,34.92,457.47,0.026662716634572654,0.044444444444444446,4.36,13.1
2024-01-06,Facebook,B,8039,221,12,47.91,702.82,0.027490981465356387,0.05429864253393665,3.99,14.67
2024-01-27,Facebook,B,7473,200,13,44.59,791.7,0.026763013515321826,0.065,3.43,17.76
2024-02-08,Facebook,A,8078,147,7,49.78,306.39,0.018197573656845753,0.047619047619047616,7.11,6.15
2024-01-22,Email,B,3499,220,17,3.33,979.23,0.06287510717347813,0.07727272727272727,0.2,294.06
2024-03-03,TikTok,A,9262,175,4,38.28,251.81,0.018894407255452387,0.022857142857142857,9.57,6.58
2024-02-14,Email,A,3669,283,34,3.46,1779.6,0.0771327337149087,0.12014134275618374,0.1,514.34
2024-02-15,TikTok,A,8949,124,3,34.85,140.4,0.013856296792937758,0.024193548387096774,11.62,4.03
2024-02-06,Facebook,A,7023,106,5,44.78,342.03,0.015093264986473016,0.04716981132075472,8.96,7.64
2024-01-18,Email,A,3264,315,33,3.3,2131.98,0.09650735294117647,0.10476190476190476,0.1,646.05
2024-01-03,Google Search,A,4498,187,17,53.98,874.52,0.04157403290351267,0.09090909090909091,3.18,16.2
2024-03-23,Email,A,3035,164,17,3.02,1075.69,0.05403624382207578,0.10365853658536585,0.18,356.19
2024-03-12,TikTok,A,8905,141,4,38.39,218.23,0.01583380123526109,0.028368794326241134,9.6,5.68
2024-01-22,Instagram,A,9388,87,3,52.03,171.22,0.009267149552620367,0.034482758620689655,17.34,3.29
2024-01-24,Email,B,3076,230,32,3.01,1445.99,0.07477243172951886,0.1391304347826087,0.09,480.4
2024-01-07,Google Search,B,5368,197,17,64.91,783.51,0.036698956780924,0.08629441624365482,3.82,12.07
2024-03-10,Facebook,B,8288,168,8,53.69,449.16,0.02027027027027027,0.047619047619047616,6.71,8.37
2024-03-11,Facebook,B,6957,168,8,48.35,336.16,0.02414833980163864,0.047619047619047616,6.04,6.95
2024-02-04,Facebook,B,7931,167,10,51.24,597.53,0.021056613289622998,0.059880239520958084,5.12,11.66
2024-01-08,Email,B,3249,219,20,3.35,1138.56,0.06740535549399815,0.091324200913242,0.17,339.87
2024-03-18,Email,A,2351,224,26,2.54,1489.25,0.09527860484900043,0.11607142857142858,0.1,586.32
2024-02-06,Email,A,3285,280,29,3.045,1930.67,0.0852359208523592,0.10357142857142858,0.1,634.05
2024-03-21,Google Search,A,4837,181,12,60.44,641.74,0.037419888360554064,0.06629834254143646,5.04,10.62
2024-02-06,Google Search,A,4649,229,18,58.67,969.18,0.04925790492579049,0.07860262008733625,3.26,16.52
2024-01-01,Google Search,B,5316,209,21,61.85,1032.91,0.03931527464258841,0.10047846889952153,2.95,16.7
2024-03-01,Facebook,A,7451,137,6,45.69,367.64,0.018386793718963897,0.043795620437956206,7.61,8.05
2024-02-08,Google Search,A,5495,261,18,65.6,974.1,0.047497725204731576,0.06896551724137931,3.64,14.85
2024-03-16,Facebook,A,8608,168,7,56.79,415.82,0.019516728624535316,0.041666666666666664,8.11,7.32
2024-03-03,Google Search,B,5530,195,15,60.57,844.97,0.0352622061482821,0.07692307692307693,4.04,13.95
2024-03-28,TikTok,A,12807,290,6,44.96,333.29,0.022643866635433746,0.020689655172413793,7.49,7.41
2024-01-25,Google Search,B,5190,237,24,66.41,1216.22,0.04566473988439306,0.10126582278481013,2.77,18.31
2024-02-13,TikTok,A,9862,237,6,37.76,284.35,0.024031636584871223,0.02531645569620253,6.29,7.53
2024-03-13,Email,A,3559,382,57,3.21,2766.41,0.1073335206518685,0.14921465968586387,0.06,861.81
2024-03-18,Google Search,B,4402,163,13,52.01,881.13,0.03702862335302135,0.07975460122699386,4,16.94
2024-01-07,Google Search,A,5019,189,17,57.9,875.89,0.03765690376569038,0.08994708994708994,3.41,15.13
2024-01-05,TikTok,B,7053,171,8,26.88,377.83,0.024245002126754574,0.04678362573099415,3.36,14.06
2024-02-15,Instagram,A,7823,115,4,48.495,202.5,0.014700242873577912,0.034782608695652174,12.12,4.18
2024-02-11,Google Search,B,5021,217,21,57.61,1304.65,0.04321848237402908,0.0967741935483871,2.74,22.65
2024-02-18,TikTok,B,9272,301,13,39.77,834.4,0.032463330457290766,0.04318936877076412,3.06,20.98
2024-03-07,Instagram,B,9094,136,6,45.43,359.19,0.014954915328788213,0.04411764705882353,7.57,7.91
2024-02-24,Google Search,B,5879,240,23,73.21,1289.17,0.040823269263480184,0.09583333333333334,3.18,17.61
2024-03-23,Google Search,B,5120,191,14,65.47,816.82,0.0373046875,0.07329842931937172,4.68,12.48
2024-02-15,Google Search,A,5214,227,24,58.53,1560.89,0.04353663214422708,0.10572687224669604,2.44,26.67
2024-02-21,Facebook,B,6586,170,9,46.44,500.53,0.0258123291831157,0.052941176470588235,5.16,10.78
2024-03-03,Email,A,3252,207,21,3.16,1112.67,0.06365313653136531,0.10144927536231885,0.15,352.11
2024-02-23,Google Search,B,4511,192,17,52.11,1028.93,0.04256262469518954,0.08854166666666667,3.07,19.75
2024-01-15,Email,A,2637,254,34,3.045,1725.07,0.09632157755024649,0.13385826771653545,0.09,566.53
2024-02-12,Email,B,3162,233,28,3.14,1759.86,0.0736875395319418,0.12017167381974249,0.11,560.46
2024-02-08,Facebook,B,9172,150,8,56.79,414.48,0.016354121238552115,0.05333333333333334,7.1,7.3
2024-02-16,Email,B,3117,242,28,3.13,1609.84,0.07763875521334616,0.11570247933884298,0.11,514.33
2024-01-20,Instagram,B,9476,249,10,55.36,596.64,0.026276910088644998,0.040160642570281124,5.54,10.78
2024-01-08,TikTok,A,7113,133,3,30.44,158.87,0.01869815830170111,0.022556390977443608,10.15,5.22
2024-03-21,Facebook,A,7887,124,4,51.95,229.25,0.01572207429948016,0.03225806451612903,12.99,4.41
2024-09-02,Google Search,A,5046,192,21,62.42,1253.59,0.03804994054696789,0.109375,2.97,20.08
2024-02-15,Facebook,A,7580,114,6,43.88,396.08,0.01503957783641161,0.05263157894736842,7.31,9.03
2024-02-11,Facebook,A,8485,132,4,54.68,252.7,0.015556865055981143,0.030303030303030304,13.67,4.62
2024-01-31,Google Search,A,4506,209,20,60.44,735.55,0.04638260097647581,0.09569377990430622,3.02,12.17
2024-03-22,Email,B,2645,197,25,2.34,1279.78,0.07448015122873346,0.12690355329949238,0.09,546.91
2024-01-21,Instagram,B,8462,140,6,46.24,361.68,0.016544552115339162,0.04285714285714286,7.71,7.82
2024-02-17,TikTok,A,9905,225,6,35.46,292.83,0.02271580010095911,0.02666666666666667,5.91,8.26
2024-01-21,Google Search,A,5485,270,29,66.68,1302.43,0.049225159525979945,0.10740740740740741,2.3,19.53
2024-02-24,Facebook,A,7564,127,7,50.63,359.12,0.016790058170280276,0.05511811023622047,7.23,7.09
2024-02-29,Instagram,A,9806,147,5,52.65,248.93,0.0149908219457475,0.034013605442176874,10.53,4.73
2024-03-12,Facebook,A,9265,155,7,60.55,387.89,0.01672962763086886,0.04516129032258064,8.65,6.41
2024-02-09,Email,B,3008,267,30,2.95,1367.21,0.08876329787234043,0.11235955056179775,0.1,463.46
